id,cname,planting,harvest,wsgd,gwad
15754,Nanyumbu,2023-02-09,2023-06-16,0,3513
15755,Nanyumbu,2023-01-26,2023-06-02,0,3120
15756,Nanyumbu,2023-02-05,2023-06-17,0.17,3658
15757,Nanyumbu,2023-02-05,2023-06-15,0.229,3554
15758,Nanyumbu,2023-01-26,2023-06-01,0,3106
15759,Nanyumbu,2023-02-13,2023-06-22,0.596,3505
15760,Nanyumbu,2023-01-25,2023-05-31,0,3147
15761,Newala,2022-01-24,2022-06-05,0,3033
15762,Newala,2022-01-15,2022-06-05,0,4067
15763,Newala,2022-01-14,2022-06-05,0.097,4192
15764,Newala,2022-01-29,2022-06-05,0,2699
15765,Newala,2022-01-30,2022-06-05,0,2663
15766,Newala,2022-01-12,2022-06-05,0,4147
15767,Newala,2022-01-21,2022-06-05,0.04,3293
15768,Newala,2022-01-20,2022-06-05,0.249,3340
15769,Newala,2022-01-31,2022-06-05,0.699,2568
15770,Newala,2022-01-21,2022-06-05,0.376,3290
15771,Newala,2022-01-08,2022-06-04,0,4289
15772,Newala,2022-01-08,2022-06-04,0,4289
15773,Newala,2022-02-03,2022-06-05,0.627,2337
15774,Newala,2022-01-11,2022-06-05,0,4233
15775,Newala,2022-01-13,2022-06-05,0,4245
15776,Newala,2022-01-27,2022-06-05,0.247,2790
15777,Newala,2022-01-30,2022-06-05,0,2666
15778,Newala,2022-01-17,2022-06-05,0,3748
15779,Newala,2022-01-22,2022-06-05,0,3207
15780,Newala,2022-01-28,2022-06-05,0,2734
15781,Newala,2022-01-10,2022-06-05,0,4227
15782,Newala,2022-01-27,2022-06-05,0,2784
15783,Newala,2022-01-22,2022-06-05,0,3215
15784,Newala,2022-01-09,2022-06-05,0,4250
15785,Newala,2022-01-31,2022-06-05,0,2620
15786,Newala,2022-01-16,2022-06-05,0.125,3954
15787,Newala,2022-01-25,2022-06-05,0,2987
15788,Newala,2022-01-13,2022-06-05,0,4243
15789,Newala,2022-01-15,2022-06-05,0,4069
15790,Newala,2022-01-21,2022-06-05,0.718,3225
15791,Newala,2022-01-06,2022-05-30,0,4356
15792,Newala,2022-01-28,2022-06-05,0,2736
15793,Newala,2022-01-07,2022-05-31,0,4356
15794,Newala,2022-01-23,2022-06-05,0.33,3135
15795,Newala,2022-01-19,2022-06-05,0,3452
15796,Newala,2022-02-02,2022-06-05,0,2475
15797,Newala,2022-01-21,2022-06-05,0.129,3291
15798,Newala,2022-02-02,2022-06-05,0,2475
15799,Newala,2022-01-23,2022-06-05,0.485,3123
15800,Newala,2022-01-30,2022-06-05,0,2667
15801,Newala,2022-02-11,2022-06-22,0.357,3219
15802,Newala,2022-02-14,2022-06-22,0.378,2866
15803,Newala,2022-02-01,2022-06-22,0.238,4162
15804,Newala,2022-02-14,2022-06-22,0.418,2711
15805,Newala,2022-02-07,2022-06-22,0.429,3239
15806,Newala,2022-02-19,2022-06-22,0.375,2422
15807,Newala,2022-02-03,2022-06-22,0.282,4007
15808,Newala,2022-02-18,2022-06-22,0.408,2476
15809,Newala,2022-02-03,2022-06-22,0.393,3775
15810,Newala,2022-01-30,2022-06-22,0.156,4249
15811,Newala,2022-01-22,2022-06-19,0,4084
15812,Newala,2022-02-15,2022-06-22,0.345,2892
15813,Newala,2022-02-16,2022-06-22,0.41,2612
15814,Newala,2022-02-19,2022-06-22,0,2572
15815,Newala,2022-01-30,2022-06-22,0,4280
15816,Newala,2022-02-09,2022-06-22,0.282,3348
15817,Newala,2022-01-30,2022-06-22,0.229,4166
15818,Newala,2022-02-11,2022-06-22,0.373,3158
15819,Newala,2022-02-19,2022-06-22,0.367,2464
15820,Newala,2022-02-09,2022-06-22,0.244,3366
15821,Newala,2022-02-09,2022-06-22,0.242,3362
15822,Newala,2022-01-31,2022-06-22,0,4273
15823,Newala,2022-02-14,2022-06-22,0.367,2939
15824,Newala,2022-02-17,2022-06-22,0.368,2674
15825,Newala,2022-02-16,2022-06-22,0.356,2771
15826,Newala,2022-01-31,2022-06-22,0.223,4201
15827,Newala,2022-01-25,2022-06-22,0.035,4136
15828,Newala,2022-02-19,2022-06-22,0.353,2494
15829,Newala,2022-02-17,2022-06-22,0.441,2278
15830,Newala,2022-01-24,2022-06-22,0.337,4020
15831,Newala,2022-02-07,2022-06-22,0,3564
15832,Newala,2022-02-15,2022-06-22,0.397,2691
15833,Newala,2022-02-09,2022-06-22,0.386,3153
15834,Newala,2022-02-08,2022-06-22,0.382,3323
15835,Newala,2022-02-18,2022-06-22,0.372,2582
15836,Newala,2022-02-03,2022-06-22,0.339,3871
15837,Newala,2022-02-20,2022-06-22,0.396,2253
15838,Newala,2022-01-26,2022-06-22,0.304,4019
15839,Newala,2022-02-15,2022-06-22,0.382,2771
15840,Newala,2022-02-20,2022-06-22,0.335,2440
15841,Newala,2023-01-12,2023-05-22,0,3217
15842,Newala,2023-01-12,2023-05-15,0,2932
15843,Newala,2023-01-17,2023-05-24,0,2874
15844,Newala,2023-01-31,2023-06-05,0,3255
15845,Newala,2023-01-28,2023-06-05,0,3161
15846,Newala,2023-01-29,2023-06-05,0.858,3381
15847,Newala,2023-01-15,2023-05-22,0,3164
15848,Newala,2023-01-23,2023-05-29,0,3124
15849,Newala,2023-01-15,2023-05-20,0,3003
15850,Newala,2023-01-10,2023-05-15,0,3118
15851,Newala,2023-01-06,2023-05-16,0,3292
15852,Newala,2023-02-01,2023-06-05,0.87,3086
15853,Newala,2023-01-07,2023-05-12,0,3104
15854,Newala,2023-01-19,2023-05-24,0,2967
15855,Newala,2023-01-23,2023-05-30,0,3093
15856,Newala,2023-01-26,2023-06-04,0,3292
15857,Newala,2023-01-05,2023-05-10,0,3333
15858,Newala,2023-01-23,2023-05-29,0,3127
15859,Newala,2023-01-25,2023-06-01,0,3107
15860,Newala,2023-01-10,2023-05-15,0,3115
15861,Newala,2023-01-18,2023-05-29,0,3211
15862,Newala,2023-02-03,2023-06-05,0.846,3019
15863,Newala,2023-01-22,2023-05-28,0,2992
15864,Newala,2023-01-23,2023-05-29,0,3187
15865,Newala,2023-01-13,2023-05-21,0,3037
15866,Newala,2023-01-22,2023-06-02,0,3294
15867,Newala,2023-01-07,2023-05-13,0,3196
15868,Newala,2023-01-31,2023-06-05,0.904,3223
15869,Newala,2023-01-07,2023-05-11,0,3031
15870,Newala,2023-01-31,2023-06-05,0,3339
15871,Newala,2023-01-24,2023-06-04,0,3309
15872,Newala,2023-01-24,2023-05-29,0,2927
15873,Newala,2023-01-05,2023-05-10,0,3123
15874,Newala,2023-01-09,2023-05-16,0,2964
15875,Newala,2023-01-16,2023-05-22,0,3002
15876,Newala,2023-01-21,2023-05-31,0,3269
15877,Newala,2023-01-16,2023-05-24,0,3173
15878,Newala,2023-01-30,2023-06-05,0,3195
15879,Newala,2023-01-08,2023-05-14,0,3059
15880,Newala,2023-01-08,2023-05-13,0,3125
15881,Newala,2023-02-10,2023-06-22,0.352,3589
15882,Newala,2023-02-05,2023-06-12,0.347,3227
15883,Newala,2023-02-02,2023-06-08,0.461,3319
15884,Newala,2023-02-18,2023-06-22,0.474,3104
15885,Newala,2023-02-01,2023-06-09,0.666,3125
15886,Newala,2023-01-31,2023-06-11,0.298,3422
15887,Newala,2023-02-14,2023-06-22,0.316,3545
15888,Newala,2023-01-22,2023-05-28,0,3123
15889,Newala,2023-01-30,2023-06-05,0,3278
15890,Newala,2023-01-22,2023-05-29,0,3194
15891,Newala,2023-02-14,2023-06-22,0.536,3185
15892,Newala,2023-02-19,2023-06-22,0.506,3121
15893,Newala,2023-01-24,2023-05-30,0,3196
15894,Newala,2023-02-12,2023-06-22,0.375,3452
15895,Newala,2023-02-08,2023-06-16,0.156,3374
15896,Newala,2023-02-14,2023-06-22,0.226,3606
15897,Newala,2023-02-18,2023-06-22,0.424,3056
15898,Newala,2023-02-15,2023-06-22,0.479,3349
15899,Newala,2023-02-10,2023-06-20,0.152,3492
15900,Newala,2023-02-15,2023-06-22,0.322,3520
15901,Newala,2023-02-05,2023-06-18,0,3693
15902,Newala,2023-01-23,2023-05-28,0,2894
15903,Newala,2023-02-20,2023-06-22,0.496,3020
15904,Newala,2023-01-27,2023-06-02,0,3212
15905,Newala,2023-02-15,2023-06-22,0.452,3278
15906,Newala,2023-02-16,2023-06-22,0.453,3277
15907,Newala,2023-02-07,2023-06-17,0.419,3389
15908,Newala,2023-02-13,2023-06-22,0.237,3617
15909,Newala,2023-01-30,2023-06-05,0,3278
15910,Newala,2023-01-26,2023-06-01,0,3103
15911,Newala,2023-02-12,2023-06-22,0.384,3688
15912,Newala,2023-02-04,2023-06-11,0.446,3179
15913,Newala,2023-02-19,2023-06-22,0.471,3114
15914,Newala,2023-02-04,2023-06-11,0.133,3326
15915,Newala,2023-02-13,2023-06-22,0,3548
15916,Newala,2023-02-10,2023-06-22,0.305,3548
15917,Newala,2023-02-05,2023-06-15,0.275,3485
15918,Newala,2023-02-02,2023-06-10,0,3296
15919,Newala,2023-02-06,2023-06-13,0,3405
15920,Newala,2023-02-04,2023-06-11,0.267,3358
15921,Tandahimba,2022-01-25,2022-06-05,0.727,2922
15922,Tandahimba,2022-01-11,2022-06-05,0,4236
15923,Tandahimba,2022-02-03,2022-06-05,0.538,2349
15924,Tandahimba,2022-01-10,2022-06-05,0,4224
15925,Tandahimba,2022-01-21,2022-06-05,0.697,3234
15926,Tandahimba,2022-01-08,2022-06-04,0,4276
15927,Tandahimba,2022-01-07,2022-05-31,0,4356
15928,Tandahimba,2022-01-20,2022-06-05,0.499,3329
15929,Tandahimba,2022-02-01,2022-06-05,0.742,2483
15930,Tandahimba,2022-01-22,2022-06-05,0,3215
15931,Tandahimba,2022-01-17,2022-06-05,0.606,3711
15932,Tandahimba,2022-01-17,2022-06-05,0.734,3661
15933,Tandahimba,2022-01-27,2022-06-05,0.218,2789
15934,Tandahimba,2022-01-08,2022-06-04,0,4286
15935,Tandahimba,2022-01-28,2022-06-05,0.116,2730
15936,Tandahimba,2022-01-12,2022-06-05,0,4144
15937,Tandahimba,2022-01-18,2022-06-05,0.144,3597
15938,Tandahimba,2022-01-15,2022-06-05,0.07,4065
15939,Tandahimba,2022-01-16,2022-06-05,0.602,3916
15940,Tandahimba,2022-01-19,2022-06-05,0.504,3435
15941,Tandahimba,2022-01-28,2022-06-05,0.5,2719
15942,Tandahimba,2022-01-14,2022-06-05,0.557,4157
15943,Tandahimba,2022-01-27,2022-06-05,0.182,2786
15944,Tandahimba,2022-01-26,2022-06-05,0.489,2850
15945,Tandahimba,2022-02-02,2022-06-05,0.608,2435
15946,Tandahimba,2022-01-31,2022-06-05,0.629,2578
15947,Tandahimba,2022-01-22,2022-06-05,0,3212
15948,Tandahimba,2022-01-09,2022-06-05,0,4247
15949,Tandahimba,2022-01-10,2022-06-05,0,4227
15950,Tandahimba,2022-01-27,2022-06-05,0.754,2714
15951,Tandahimba,2022-01-25,2022-06-05,0.618,2947
15952,Tandahimba,2022-01-26,2022-06-05,0.747,2787
15953,Tandahimba,2022-01-06,2022-05-30,0,4356
15954,Tandahimba,2022-01-23,2022-06-05,0.637,3097
15955,Tandahimba,2022-01-23,2022-06-05,0.315,3128
15956,Tandahimba,2022-01-27,2022-06-05,0.709,2720
15957,Tandahimba,2022-01-05,2022-05-29,0,4253
15958,Tandahimba,2022-01-09,2022-06-05,0,4250
15959,Tandahimba,2022-01-05,2022-05-29,0,4257
15960,Tandahimba,2022-01-26,2022-06-05,0.68,2810
15961,Tandahimba,2022-02-19,2022-06-22,0.61,2020
15962,Tandahimba,2022-02-13,2022-06-22,0.574,2727
15963,Tandahimba,2022-02-02,2022-06-22,0.56,3765
15964,Tandahimba,2022-02-13,2022-06-22,0.604,2581
15965,Tandahimba,2022-01-24,2022-06-22,0.545,3793
15966,Tandahimba,2022-02-08,2022-06-22,0.601,2961
15967,Tandahimba,2022-02-19,2022-06-22,0.61,2062
15968,Tandahimba,2022-01-24,2022-06-22,0.561,3734
15969,Tandahimba,2022-01-31,2022-06-22,0.587,3689
15970,Tandahimba,2022-01-29,2022-06-22,0.584,3732
15971,Tandahimba,2022-02-14,2022-06-22,0.562,2745
15972,Tandahimba,2022-02-05,2022-06-22,0.58,3272
15973,Tandahimba,2022-02-15,2022-06-22,0.59,2456
15974,Tandahimba,2022-02-15,2022-06-22,0.603,2392
15975,Tandahimba,2022-02-09,2022-06-22,0.592,2806
15976,Tandahimba,2022-02-03,2022-06-22,0.575,3560
15977,Tandahimba,2022-02-17,2022-06-22,0.586,2257
15978,Tandahimba,2022-02-15,2022-06-22,0.579,2448
15979,Tandahimba,2022-01-24,2022-06-22,0.564,3726
15980,Tandahimba,2022-02-07,2022-06-22,0.597,2971
15981,Tandahimba,2022-02-07,2022-06-22,0.595,2992
15982,Tandahimba,2022-01-25,2022-06-22,0.557,3764
15983,Tandahimba,2022-02-17,2022-06-22,0.605,2222
15984,Tandahimba,2022-01-23,2022-06-20,0.553,3819
15985,Tandahimba,2022-01-23,2022-06-20,0.537,3875
15986,Tandahimba,2022-02-18,2022-06-22,0.604,2181
15987,Tandahimba,2022-01-27,2022-06-22,0.515,3800
15988,Tandahimba,2022-01-28,2022-06-22,0.567,3764
15989,Tandahimba,2022-02-20,2022-06-22,0.6,2030
15990,Tandahimba,2022-01-25,2022-06-22,0.519,3888
15991,Tandahimba,2022-02-17,2022-06-22,0.606,2250
15992,Tandahimba,2022-02-12,2022-06-22,0.581,2734
15993,Tandahimba,2022-02-16,2022-06-22,0.572,2505
15994,Tandahimba,2022-01-24,2022-06-22,0.531,3814
15995,Tandahimba,2022-02-18,2022-06-22,0.603,2292
15996,Tandahimba,2022-01-27,2022-06-22,0.514,3794
15997,Tandahimba,2022-01-25,2022-06-22,0.529,3854
15998,Tandahimba,2022-02-16,2022-06-22,0.595,2419
15999,Tandahimba,2022-02-20,2022-06-22,0.605,2022
16000,Tandahimba,2022-02-08,2022-06-22,0.562,3103
16001,Tandahimba,2023-01-24,2023-06-04,0,3309
16002,Tandahimba,2023-01-07,2023-05-12,0,3039
16003,Tandahimba,2023-02-02,2023-06-05,0.824,3293
16004,Tandahimba,2023-01-19,2023-05-24,0,2967
16005,Tandahimba,2023-01-19,2023-05-26,0,2898
16006,Tandahimba,2023-01-23,2023-06-03,0,3295
16007,Tandahimba,2023-01-07,2023-05-13,0,3200
16008,Tandahimba,2023-01-06,2023-05-09,0,3108
16009,Tandahimba,2023-01-26,2023-06-02,0,3129
16010,Tandahimba,2023-01-30,2023-06-05,0,3324
16011,Tandahimba,2023-01-27,2023-06-05,0,3401
16012,Tandahimba,2023-01-25,2023-05-30,0,2939
16013,Tandahimba,2023-02-01,2023-06-05,0.788,3313
16014,Tandahimba,2023-01-15,2023-05-22,0,2997
16015,Tandahimba,2023-01-19,2023-05-26,0,2898
16016,Tandahimba,2023-01-09,2023-05-17,0,3166
16017,Tandahimba,2023-01-18,2023-05-26,0,3026
16018,Tandahimba,2023-01-17,2023-05-23,0,2947
16019,Tandahimba,2023-01-14,2023-05-19,0,2996
16020,Tandahimba,2023-01-14,2023-05-20,0,3010
16021,Tandahimba,2023-01-08,2023-05-18,0,3292
16022,Tandahimba,2023-01-18,2023-05-22,0,2823
16023,Tandahimba,2023-01-16,2023-05-23,0,2926
16024,Tandahimba,2023-01-15,2023-05-22,0,3001
16025,Tandahimba,2023-01-16,2023-05-22,0,3002
16026,Tandahimba,2023-02-03,2023-06-05,0.806,3043
16027,Tandahimba,2023-01-31,2023-06-05,0.96,3269
16028,Tandahimba,2023-01-23,2023-05-29,0,3129
16029,Tandahimba,2023-01-06,2023-05-10,0,3032
16030,Tandahimba,2023-02-01,2023-06-05,0.824,3279
16031,Tandahimba,2023-01-22,2023-06-02,0,3334
16032,Tandahimba,2023-01-13,2023-05-16,0,2893
16033,Tandahimba,2023-01-22,2023-05-28,0,2997
16034,Tandahimba,2023-01-29,2023-06-04,0,3323
16035,Tandahimba,2023-01-14,2023-05-22,0,3026
16036,Tandahimba,2023-01-20,2023-05-30,0,3241
16037,Tandahimba,2023-01-06,2023-05-12,0,3231
16038,Tandahimba,2023-01-20,2023-05-26,0,3039
16039,Tandahimba,2023-02-03,2023-06-05,0.932,3172
16040,Tandahimba,2023-01-19,2023-05-26,0,2978
16041,Tandahimba,2023-02-18,2023-06-22,0.625,2747
16042,Tandahimba,2023-01-28,2023-06-02,0,3085
16043,Tandahimba,2023-01-31,2023-06-05,0,3230
16044,Tandahimba,2023-01-23,2023-05-29,0,3190
16045,Tandahimba,2023-01-29,2023-06-06,0,3166
16046,Tandahimba,2023-02-11,2023-06-22,0.396,3565
16047,Tandahimba,2023-01-29,2023-06-07,0,3386
16048,Tandahimba,2023-02-20,2023-06-22,0.607,2732
16049,Tandahimba,2023-02-10,2023-06-20,0.348,3420
16050,Tandahimba,2023-02-15,2023-06-22,0.484,3312
16051,Tandahimba,2023-02-13,2023-06-22,0.574,3305
16052,Tandahimba,2023-02-08,2023-06-15,0.492,3329
16053,Tandahimba,2023-02-10,2023-06-19,0.421,3358
16054,Tandahimba,2023-02-15,2023-06-22,0.458,3432
16055,Tandahimba,2023-02-17,2023-06-22,0.568,2903
16056,Tandahimba,2023-02-04,2023-06-16,0.402,3588
16057,Tandahimba,2023-02-15,2023-06-22,0.545,3360
16058,Tandahimba,2023-02-05,2023-06-15,0.502,3385
16059,Tandahimba,2023-02-04,2023-06-11,0.55,3284
16060,Tandahimba,2023-01-30,2023-06-06,0,3326
16061,Tandahimba,2023-02-17,2023-06-22,0.628,2812
16062,Tandahimba,2023-01-23,2023-05-28,0,2894
16063,Tandahimba,2023-02-04,2023-06-12,0.363,3366
16064,Tandahimba,2023-01-25,2023-05-31,0,3168
16065,Tandahimba,2023-01-23,2023-05-30,0,3093
16066,Tandahimba,2023-02-16,2023-06-22,0.586,3179
16067,Tandahimba,2023-02-19,2023-06-22,0.626,2728
16068,Tandahimba,2023-02-16,2023-06-22,0.568,3154
16069,Tandahimba,2023-02-04,2023-06-11,0.475,3304
16070,Tandahimba,2023-01-22,2023-05-29,0,3194
16071,Tandahimba,2023-02-03,2023-06-16,0.427,3563
16072,Tandahimba,2023-01-23,2023-05-28,0,2894
16073,Tandahimba,2023-02-12,2023-06-21,0.427,3439
16074,Tandahimba,2023-01-24,2023-05-30,0,3204
16075,Tandahimba,2023-02-17,2023-06-22,0.548,3003
16076,Tandahimba,2023-01-29,2023-06-08,0.187,3460
16077,Tandahimba,2023-02-02,2023-06-11,0.462,3357
16078,Tandahimba,2023-02-17,2023-06-22,0.568,3180
16079,Tandahimba,2023-01-25,2023-06-01,0,3116
16080,Tandahimba,2023-02-18,2023-06-22,0.538,3199
16081,Ludewa,2022-01-18,2022-06-05,0.255,3600
16082,Ludewa,2022-01-17,2022-06-05,0.726,3627
16083,Ludewa,2022-01-24,2022-06-05,0.718,2954
16084,Ludewa,2022-01-27,2022-06-05,0.464,2779
16085,Ludewa,2022-02-02,2022-06-05,0.452,2465
16086,Ludewa,2022-01-21,2022-06-05,0,3293
16087,Ludewa,2022-02-02,2022-06-05,0.673,2414
16088,Ludewa,2022-01-27,2022-06-05,0,2784
16089,Ludewa,2022-01-27,2022-06-05,0,2790
16090,Ludewa,2022-01-14,2022-06-05,0.079,4192
16091,Ludewa,2022-01-16,2022-06-05,0.589,3929
16092,Ludewa,2022-02-02,2022-06-05,0,2475
16093,Ludewa,2022-01-09,2022-06-05,0,4250
16094,Ludewa,2022-01-10,2022-06-05,0,4227
16095,Ludewa,2022-01-23,2022-06-05,0.416,3129
16096,Ludewa,2022-02-01,2022-06-05,0,2562
16097,Ludewa,2022-02-03,2022-06-05,0.58,2344
16098,Ludewa,2022-01-22,2022-06-05,0.316,3215
16099,Ludewa,2022-01-18,2022-06-05,0,3600
16100,Ludewa,2022-01-31,2022-06-05,0.69,2553
16101,Ludewa,2022-01-05,2022-05-29,0,4257
16102,Ludewa,2022-01-14,2022-06-05,0,4192
16103,Ludewa,2022-01-15,2022-06-05,0.242,4069
16104,Ludewa,2022-01-05,2022-05-29,0,4257
16105,Ludewa,2022-01-19,2022-06-05,0.595,3426
16106,Ludewa,2022-01-14,2022-06-05,0.449,4183
16107,Ludewa,2022-02-03,2022-06-05,0.651,2331
16108,Ludewa,2022-01-11,2022-06-05,0,4237
16109,Ludewa,2022-01-27,2022-06-05,0.741,2673
16110,Ludewa,2022-01-09,2022-06-05,0,4250
16111,Ludewa,2022-01-06,2022-05-30,0,4356
16112,Ludewa,2022-01-25,2022-06-05,0.392,2988
16113,Ludewa,2022-01-27,2022-06-05,0,2790
16114,Ludewa,2022-02-01,2022-06-05,0,2559
16115,Ludewa,2022-01-06,2022-05-30,0,4356
16116,Ludewa,2022-01-31,2022-06-05,0.098,2626
16117,Ludewa,2022-02-01,2022-06-05,0,2558
16118,Ludewa,2022-01-21,2022-06-05,0.341,3293
16119,Ludewa,2022-01-09,2022-06-05,0,4250
16120,Ludewa,2022-01-17,2022-06-05,0.221,3752
16121,Ludewa,2022-02-18,2022-06-22,0,2604
16122,Ludewa,2022-02-08,2022-06-22,0,3137
16123,Ludewa,2022-02-12,2022-06-22,0,2900
16124,Ludewa,2022-01-22,2022-06-19,0.016,4084
16125,Ludewa,2022-02-16,2022-06-22,0,2871
16126,Ludewa,2022-01-30,2022-06-22,0,4228
16127,Ludewa,2022-01-29,2022-06-22,0,4251
16128,Ludewa,2022-01-29,2022-06-22,0,4105
16129,Ludewa,2022-02-18,2022-06-22,0,2490
16130,Ludewa,2022-01-30,2022-06-22,0,3957
16131,Ludewa,2022-02-20,2022-06-22,0,2439
16132,Ludewa,2022-01-28,2022-06-22,0,4090
16133,Ludewa,2022-02-15,2022-06-22,0,2862
16134,Ludewa,2022-01-28,2022-06-22,0.008,3817
16135,Ludewa,2022-01-31,2022-06-22,0,4049
16136,Ludewa,2022-01-31,2022-06-22,0,4236
16137,Ludewa,2022-02-11,2022-06-22,0,3366
16138,Ludewa,2022-02-10,2022-06-22,0,3377
16139,Ludewa,2022-02-18,2022-06-22,0,2673
16140,Ludewa,2022-01-31,2022-06-22,0,3954
16141,Ludewa,2022-02-18,2022-06-22,0.002,2325
16142,Ludewa,2022-02-16,2022-06-22,0,2798
16143,Ludewa,2022-02-09,2022-06-22,0,3203
16144,Ludewa,2022-02-02,2022-06-22,0,4158
16145,Ludewa,2022-02-02,2022-06-22,0,3797
16146,Ludewa,2022-02-02,2022-06-22,0,4069
16147,Ludewa,2022-02-15,2022-06-22,0,2903
16148,Ludewa,2022-01-30,2022-06-22,0.025,3823
16149,Ludewa,2022-01-24,2022-06-22,0.154,3897
16150,Ludewa,2022-02-02,2022-06-22,0,4056
16151,Ludewa,2022-02-19,2022-06-22,0,2498
16152,Ludewa,2022-01-30,2022-06-22,0,3912
16153,Ludewa,2022-01-30,2022-06-22,0,3855
16154,Ludewa,2022-02-06,2022-06-22,0,3384
16155,Ludewa,2022-02-07,2022-06-22,0.048,3138
16156,Ludewa,2022-02-05,2022-06-22,0,3737
16157,Ludewa,2022-02-16,2022-06-22,0,2806
16158,Ludewa,2022-01-30,2022-06-22,0,4289
16159,Ludewa,2022-02-05,2022-06-22,0,3772
16160,Ludewa,2022-02-02,2022-06-22,0,3809
16161,Ludewa,2023-01-05,2023-05-15,0,3296
16162,Ludewa,2023-02-03,2023-06-05,0.677,3042
16163,Ludewa,2023-01-11,2023-05-17,0,3022
16164,Ludewa,2023-01-27,2023-06-02,0,3212
16165,Ludewa,2023-01-28,2023-06-05,0,3162
16166,Ludewa,2023-02-02,2023-06-05,0,3105
16167,Ludewa,2023-01-17,2023-05-25,0,3145
16168,Ludewa,2023-01-06,2023-05-09,0,3108
16169,Ludewa,2023-01-11,2023-05-17,0,3036
16170,Ludewa,2023-01-06,2023-05-11,0,3124
16171,Ludewa,2023-01-22,2023-06-02,0,3334
16172,Ludewa,2023-01-14,2023-05-18,0,2833
16173,Ludewa,2023-01-30,2023-06-04,0,3198
16174,Ludewa,2023-01-09,2023-05-16,0,2971
16175,Ludewa,2023-01-05,2023-05-13,0,3203
16176,Ludewa,2023-01-13,2023-05-22,0,3171
16177,Ludewa,2023-01-07,2023-05-13,0,3200
16178,Ludewa,2023-01-10,2023-05-13,0,3066
16179,Ludewa,2023-01-09,2023-05-15,0,3025
16180,Ludewa,2023-01-16,2023-05-22,0,2985
16181,Ludewa,2023-01-28,2023-06-05,0.597,3449
16182,Ludewa,2023-02-01,2023-06-05,0.439,3111
16183,Ludewa,2023-01-14,2023-05-21,0,2959
16184,Ludewa,2023-01-07,2023-05-14,0,3048
16185,Ludewa,2023-01-30,2023-06-05,0,3178
16186,Ludewa,2023-01-07,2023-05-15,0,3215
16187,Ludewa,2023-01-20,2023-05-29,0,3176
16188,Ludewa,2023-01-10,2023-05-13,0,3066
16189,Ludewa,2023-01-13,2023-05-17,0,3018
16190,Ludewa,2023-01-17,2023-05-23,0,2950
16191,Ludewa,2023-01-22,2023-06-02,0,3334
16192,Ludewa,2023-01-08,2023-05-13,0,3042
16193,Ludewa,2023-01-13,2023-05-19,0,2962
16194,Ludewa,2023-02-02,2023-06-05,0,3296
16195,Ludewa,2023-01-07,2023-05-15,0,3209
16196,Ludewa,2023-01-31,2023-06-05,0,3265
16197,Ludewa,2023-01-19,2023-05-27,0,3107
16198,Ludewa,2023-02-02,2023-06-05,0.655,3127
16199,Ludewa,2023-01-11,2023-05-17,0,3036
16200,Ludewa,2023-02-01,2023-06-05,0.228,3314
16201,Ludewa,2023-01-23,2023-06-03,0,3304
16202,Ludewa,2023-01-27,2023-06-01,0,3037
16203,Ludewa,2023-02-08,2023-06-16,0.094,3498
16204,Ludewa,2023-02-18,2023-06-22,0,3212
16205,Ludewa,2023-01-31,2023-06-08,0.237,3169
16206,Ludewa,2023-02-07,2023-06-19,0,3706
16207,Ludewa,2023-02-11,2023-06-22,0,3579
16208,Ludewa,2023-01-25,2023-05-31,0,3126
16209,Ludewa,2023-01-22,2023-05-28,0,3203
16210,Ludewa,2023-02-12,2023-06-22,0,3534
16211,Ludewa,2023-01-24,2023-06-04,0,3309
16212,Ludewa,2023-01-25,2023-05-30,0,2939
16213,Ludewa,2023-01-27,2023-06-03,0,3181
16214,Ludewa,2023-02-18,2023-06-22,0,3216
16215,Ludewa,2023-01-26,2023-06-02,0,3123
16216,Ludewa,2023-02-12,2023-06-22,0,3754
16217,Ludewa,2023-02-10,2023-06-21,0,3594
16218,Ludewa,2023-01-28,2023-06-04,0,3158
16219,Ludewa,2023-02-06,2023-06-13,0.263,3405
16220,Ludewa,2023-02-03,2023-06-10,0.443,3282
16221,Ludewa,2023-02-17,2023-06-22,0.315,2905
16222,Ludewa,2023-02-04,2023-06-11,0.422,3203
16223,Ludewa,2023-01-28,2023-06-04,0,3223
16224,Ludewa,2023-02-16,2023-06-22,0,3317
16225,Ludewa,2023-01-30,2023-06-07,0.1,3178
16226,Ludewa,2023-01-22,2023-06-02,0,3297
16227,Ludewa,2023-02-15,2023-06-22,0,3535
16228,Ludewa,2023-02-13,2023-06-22,0,3671
16229,Ludewa,2023-02-03,2023-06-10,0,3332
16230,Ludewa,2023-02-09,2023-06-19,0.045,3516
16231,Ludewa,2023-01-25,2023-06-05,0,3342
16232,Ludewa,2023-02-15,2023-06-22,0,3496
16233,Ludewa,2023-01-22,2023-05-28,0,2997
16234,Ludewa,2023-02-18,2023-06-22,0.241,3045
16235,Ludewa,2023-02-15,2023-06-22,0,3220
16236,Ludewa,2023-02-05,2023-06-17,0.35,3551
16237,Ludewa,2023-01-31,2023-06-09,0.394,3344
16238,Ludewa,2023-01-31,2023-06-08,0,3297
16239,Ludewa,2023-02-14,2023-06-22,0,3656
16240,Ludewa,2023-02-16,2023-06-22,0,3389
16241,Makambako Township Authority,2022-01-19,2022-06-05,0,3447
