gid,cname,ensemble,harvest,planting,wsgd
24,Lake Tanganyika,38,2022-02-20,2021-10-15,0
3,Chemba,12,2022-02-20,2021-10-15,0
6,Kongwa,1,2022-02-20,2021-10-15,0
3,Chemba,13,2022-02-20,2021-10-15,0
77,Igunga,38,2022-02-20,2021-10-15,0
81,Tabora Urban,17,2022-02-20,2021-10-17,0
81,Tabora Urban,25,2022-02-20,2021-10-17,0
25,Uvinza,5,2022-02-20,2021-10-17,0
6,Kongwa,9,2022-02-20,2021-10-17,0
79,Nzega,37,2022-02-20,2021-10-15,0
6,Kongwa,11,2022-02-20,2021-10-17,0
81,Tabora Urban,35,2022-02-20,2021-10-17,0
6,Kongwa,19,2022-02-20,2021-10-17,0
21,Kibondo,12,2022-02-20,2021-10-15,0
1,Bahi,26,2022-02-20,2021-10-15,0
1,Bahi,22,2022-02-20,2021-10-15,0
6,Kongwa,37,2022-02-20,2021-10-15,0
22,Kigoma Rural,7,2022-02-20,2021-10-17,0
83,Uyui,3,2022-02-20,2021-10-15,0
23,Kigoma Urban,1,2022-02-20,2021-10-15,0
24,Lake Tanganyika,4,2022-02-20,2021-10-17,0
71,Ikungi,36,2022-02-20,2021-10-15,0
24,Lake Tanganyika,2,2022-02-20,2021-10-15,0
18,Buhigwe,13,2022-02-20,2021-10-17,0
25,Uvinza,19,2022-02-20,2021-10-17,0
25,Uvinza,20,2022-02-20,2021-10-17,0
78,Kaliua,32,2022-02-20,2021-10-17,0
75,Singida Rural,25,2022-02-20,2021-10-15,0
25,Uvinza,22,2022-02-20,2021-10-15,0
20,Kasulu Township Authority,8,2022-02-20,2021-10-17,0
24,Lake Tanganyika,8,2022-02-20,2021-10-15,0
82,Urambo,26,2022-02-20,2021-10-15,0
24,Lake Tanganyika,12,2022-02-20,2021-10-15,0
7,Mpwapwa,23,2022-02-20,2021-10-17,0
21,Kibondo,32,2022-02-20,2021-10-15,0
21,Kibondo,33,2022-02-20,2021-10-17,0
21,Kibondo,34,2022-02-20,2021-10-17,0
21,Kibondo,37,2022-02-20,2021-10-15,0
82,Urambo,29,2022-02-20,2021-10-17,0
82,Urambo,28,2022-02-20,2021-10-15,0
74,Mkalama,6,2022-02-20,2021-10-17,0
80,Sikonge,20,2022-02-20,2021-10-15,0
74,Mkalama,7,2022-02-20,2021-10-15,0
5,Kondoa,10,2022-02-20,2021-10-17,0
18,Buhigwe,38,2022-02-20,2021-10-17,0
74,Mkalama,9,2022-02-20,2021-10-17,0
20,Kasulu Township Authority,15,2022-02-20,2021-10-17,0
20,Kasulu Township Authority,29,2022-02-20,2021-10-17,0
80,Sikonge,6,2022-02-20,2021-10-15,0
22,Kigoma Rural,16,2022-02-21,2021-10-16,0
73,Manyoni,31,2022-02-21,2021-10-16,0
79,Nzega,10,2022-02-21,2021-10-16,0
76,Singida Urban,37,2022-02-21,2021-10-16,0
18,Buhigwe,40,2022-02-21,2021-10-16,0
79,Nzega,14,2022-02-21,2021-10-16,0
14,Lake Tanganyika,19,2022-02-21,2021-10-16,0
1,Bahi,25,2022-02-21,2021-10-16,0
79,Nzega,30,2022-02-21,2021-10-16,0
73,Manyoni,39,2022-02-21,2021-10-16,0
2,Chamwino,4,2022-02-21,2021-10-16,0
79,Nzega,23,2022-02-21,2021-10-16,0
79,Nzega,25,2022-02-21,2021-10-16,0
18,Buhigwe,27,2022-02-21,2021-10-16,0
75,Singida Rural,33,2022-02-21,2021-10-16,0
71,Ikungi,33,2022-02-21,2021-10-16,0
34,Kyela,6,2022-02-21,2021-10-16,0
18,Buhigwe,30,2022-02-21,2021-10-16,0
73,Manyoni,40,2022-02-21,2021-10-16,0
83,Uyui,28,2022-02-21,2021-10-16,0
14,Lake Tanganyika,8,2022-02-21,2021-10-16,0
21,Kibondo,30,2022-02-21,2021-10-16,0
77,Igunga,19,2022-02-21,2021-10-16,0
6,Kongwa,3,2022-02-21,2021-10-16,0
82,Urambo,7,2022-02-21,2021-10-16,0
77,Igunga,12,2022-02-21,2021-10-16,0
75,Singida Rural,39,2022-02-21,2021-10-16,0
20,Kasulu Township Authority,9,2022-02-21,2021-10-16,0
81,Tabora Urban,11,2022-02-21,2021-10-16,0
14,Lake Tanganyika,4,2022-02-21,2021-10-16,0
18,Buhigwe,7,2022-02-21,2021-10-16,0
20,Kasulu Township Authority,12,2022-02-21,2021-10-16,0
18,Buhigwe,4,2022-02-21,2021-10-16,0
78,Kaliua,5,2022-02-21,2021-10-16,0
76,Singida Urban,19,2022-02-21,2021-10-16,0
80,Sikonge,23,2022-02-21,2021-10-16,0
73,Manyoni,13,2022-02-21,2021-10-16,0
76,Singida Urban,30,2022-02-21,2021-10-16,0
5,Kondoa,40,2022-02-21,2021-10-16,0
5,Kondoa,30,2022-02-21,2021-10-16,0
83,Uyui,39,2022-02-21,2021-10-16,0
22,Kigoma Rural,21,2022-02-21,2021-10-16,0
2,Chamwino,32,2022-02-21,2021-10-16,0
80,Sikonge,11,2022-02-22,2021-10-18,0
78,Kaliua,14,2022-02-22,2021-10-18,0
74,Mkalama,33,2022-02-22,2021-10-18,0
18,Buhigwe,1,2022-02-22,2021-10-18,0
3,Chemba,10,2022-02-22,2021-10-18,0
2,Chamwino,21,2022-02-22,2021-10-18,0
2,Chamwino,20,2022-02-22,2021-10-18,0
3,Chemba,28,2022-02-22,2021-10-18,0
81,Tabora Urban,26,2022-02-22,2021-10-18,0
76,Singida Urban,6,2022-02-22,2021-10-18,0
74,Mkalama,19,2022-02-22,2021-10-18,0
24,Lake Tanganyika,32,2022-02-22,2021-10-18,0
5,Kondoa,2,2022-02-22,2021-10-18,0
79,Nzega,15,2022-02-22,2021-10-18,0
72,Iramba,7,2022-02-22,2021-10-18,0
80,Sikonge,31,2022-02-22,2021-10-18,0
22,Kigoma Rural,27,2022-02-22,2021-10-18,0
71,Ikungi,37,2022-02-22,2021-10-18,0
25,Uvinza,14,2022-02-22,2021-10-18,0
21,Kibondo,20,2022-02-22,2021-10-18,0
21,Kibondo,25,2022-02-22,2021-10-18,0
7,Mpwapwa,38,2022-02-22,2021-10-18,0
5,Kondoa,15,2022-02-22,2021-10-18,0
75,Singida Rural,1,2022-02-22,2021-10-18,0
4,Dodoma Urban,12,2022-02-22,2021-10-18,0
7,Mpwapwa,29,2022-02-22,2021-10-18,0
15,Mlele,28,2022-02-22,2021-10-18,0
4,Dodoma Urban,13,2022-02-22,2021-10-18,0
19,Kasulu,4,2022-02-22,2021-10-18,0
24,Lake Tanganyika,17,2022-02-22,2021-10-18,0
75,Singida Rural,29,2022-02-22,2021-10-18,0
23,Kigoma Urban,11,2022-02-22,2021-10-18,0
17,Mpanda Urban,14,2022-02-22,2021-10-18,0
78,Kaliua,23,2022-02-22,2021-10-18,0
17,Mpanda Urban,18,2022-02-22,2021-10-18,0
71,Ikungi,6,2022-02-22,2021-10-18,0
73,Manyoni,24,2022-02-22,2021-10-18,0
34,Kyela,37,2022-02-22,2021-10-18,0
7,Mpwapwa,15,2022-02-22,2021-10-18,0
34,Kyela,5,2022-02-22,2021-10-18,0
82,Urambo,14,2022-02-22,2021-10-18,0
83,Uyui,27,2022-02-22,2021-10-18,0
19,Kasulu,15,2022-02-22,2021-10-18,0
78,Kaliua,13,2022-02-22,2021-10-18,0
16,Mpanda,19,2022-02-23,2021-10-19,0
4,Dodoma Urban,40,2022-02-23,2021-10-19,0
19,Kasulu,13,2022-02-23,2021-10-19,0
83,Uyui,14,2022-02-23,2021-10-19,0
72,Iramba,24,2022-02-23,2021-10-19,0
20,Kasulu Township Authority,33,2022-02-23,2021-10-19,0
16,Mpanda,3,2022-02-23,2021-10-19,0
4,Dodoma Urban,37,2022-02-23,2021-10-19,0
21,Kibondo,18,2022-02-23,2021-10-19,0
24,Lake Tanganyika,16,2022-02-23,2021-10-19,0
82,Urambo,3,2022-02-23,2021-10-19,0
82,Urambo,22,2022-02-23,2021-10-19,0
24,Lake Tanganyika,10,2022-02-23,2021-10-19,0
3,Chemba,9,2022-02-23,2021-10-19,0
18,Buhigwe,10,2022-02-23,2021-10-19,0
71,Ikungi,1,2022-02-23,2021-10-19,0
21,Kibondo,38,2022-02-23,2021-10-19,0
71,Ikungi,5,2022-02-23,2021-10-19,0
78,Kaliua,29,2022-02-23,2021-10-19,0
18,Buhigwe,34,2022-02-23,2021-10-19,0
19,Kasulu,17,2022-02-23,2021-10-19,0
18,Buhigwe,37,2022-02-23,2021-10-19,0
34,Kyela,38,2022-02-23,2021-10-19,0
79,Nzega,26,2022-02-23,2021-10-19,0
14,Lake Tanganyika,12,2022-02-23,2021-10-19,0
81,Tabora Urban,40,2022-02-23,2021-10-19,0
7,Mpwapwa,37,2022-02-23,2021-10-19,0
17,Mpanda Urban,7,2022-02-23,2021-10-19,0
76,Singida Urban,3,2022-02-23,2021-10-19,0
24,Lake Tanganyika,25,2022-02-23,2021-10-19,0
25,Uvinza,11,2022-02-23,2021-10-19,0
74,Mkalama,12,2022-02-23,2021-10-19,0
21,Kibondo,4,2022-02-23,2021-10-19,0
82,Urambo,33,2022-02-23,2021-10-19,0
82,Urambo,1,2022-02-23,2021-10-19,0
14,Lake Tanganyika,16,2022-02-23,2021-10-19,0
24,Lake Tanganyika,35,2022-02-23,2021-10-19,0
75,Singida Rural,23,2022-02-23,2021-10-19,0
18,Buhigwe,30,2022-02-23,2021-10-19,0
17,Mpanda Urban,3,2022-02-23,2021-10-19,0
1,Bahi,36,2022-02-23,2021-10-19,0
82,Urambo,17,2022-02-23,2021-10-19,0
17,Mpanda Urban,30,2022-02-23,2021-10-19,0
73,Manyoni,20,2022-02-23,2021-10-19,0
23,Kigoma Urban,2,2022-02-23,2021-10-19,0
19,Kasulu,7,2022-02-23,2021-10-19,0
83,Uyui,15,2022-02-23,2021-10-19,0
17,Mpanda Urban,39,2022-02-23,2021-10-19,0
22,Kigoma Rural,22,2022-02-23,2021-10-19,0
4,Dodoma Urban,4,2022-02-23,2021-10-19,0
72,Iramba,22,2022-02-23,2021-10-19,0
72,Iramba,29,2022-02-23,2021-10-19,0
25,Uvinza,31,2022-02-23,2021-10-19,0
83,Uyui,11,2022-02-23,2021-10-19,0
1,Bahi,18,2022-02-24,2021-10-20,0
80,Sikonge,30,2022-02-24,2021-10-20,0
22,Kigoma Rural,24,2022-02-24,2021-10-20,0
15,Mlele,25,2022-02-24,2021-10-20,0
24,Lake Tanganyika,22,2022-02-24,2021-10-20,0
14,Lake Tanganyika,26,2022-02-24,2021-10-20,0
16,Mpanda,11,2022-02-24,2021-10-20,0
4,Dodoma Urban,22,2022-02-24,2021-10-20,0
83,Uyui,37,2022-02-24,2021-10-20,0
81,Tabora Urban,15,2022-02-24,2021-10-20,0
21,Kibondo,21,2022-02-24,2021-10-20,0
78,Kaliua,36,2022-02-24,2021-10-20,0
77,Igunga,33,2022-02-24,2021-10-20,0
3,Chemba,15,2022-02-24,2021-10-20,0
18,Buhigwe,29,2022-02-24,2021-10-20,0
14,Lake Tanganyika,9,2022-02-24,2021-10-20,0
1,Bahi,13,2022-02-24,2021-10-20,0
3,Chemba,23,2022-02-24,2021-10-20,0
18,Buhigwe,14,2022-02-24,2021-10-20,0
81,Tabora Urban,8,2022-02-24,2021-10-20,0
71,Ikungi,20,2022-02-24,2021-10-20,0
18,Buhigwe,36,2022-02-24,2021-10-20,0
20,Kasulu Township Authority,5,2022-02-24,2021-10-20,0
82,Urambo,27,2022-02-24,2021-10-20,0
74,Mkalama,39,2022-02-24,2021-10-20,0
34,Kyela,7,2022-02-24,2021-10-20,0
83,Uyui,19,2022-02-24,2021-10-20,0
81,Tabora Urban,7,2022-02-24,2021-10-20,0
7,Mpwapwa,24,2022-02-24,2021-10-20,0
5,Kondoa,29,2022-02-24,2021-10-20,0
34,Kyela,17,2022-02-24,2021-10-20,0
19,Kasulu,5,2022-02-24,2021-10-20,0
6,Kongwa,4,2022-02-24,2021-10-20,0
2,Chamwino,18,2022-02-24,2021-10-20,0
77,Igunga,25,2022-02-24,2021-10-20,0
19,Kasulu,19,2022-02-24,2021-10-20,0
72,Iramba,14,2022-02-24,2021-10-20,0
19,Kasulu,1,2022-02-24,2021-10-20,0
18,Buhigwe,31,2022-02-24,2021-10-20,0
14,Lake Tanganyika,17,2022-02-24,2021-10-20,0
22,Kigoma Rural,28,2022-02-24,2021-10-20,0
75,Singida Rural,37,2022-02-24,2021-10-20,0
80,Sikonge,8,2022-02-24,2021-10-20,0
78,Kaliua,38,2022-02-24,2021-10-20,0
34,Kyela,33,2022-02-24,2021-10-20,0
16,Mpanda,22,2022-02-24,2021-10-20,0
79,Nzega,24,2022-02-24,2021-10-20,0
76,Singida Urban,31,2022-02-24,2021-10-20,0
79,Nzega,21,2022-02-24,2021-10-20,0
19,Kasulu,29,2022-02-24,2021-10-20,0
21,Kibondo,13,2022-02-24,2021-10-20,0
80,Sikonge,40,2022-02-24,2021-10-20,0
80,Sikonge,14,2022-02-24,2021-10-20,0
79,Nzega,36,2022-02-24,2021-10-20,0
15,Mlele,5,2022-02-24,2021-10-20,0
72,Iramba,31,2022-02-24,2021-10-20,0
80,Sikonge,36,2022-02-24,2021-10-20,0
14,Lake Tanganyika,39,2022-02-26,2021-10-21,0
24,Lake Tanganyika,30,2022-02-26,2021-10-21,0
20,Kasulu Township Authority,10,2022-02-26,2021-10-21,0
20,Kasulu Township Authority,11,2022-02-26,2021-10-21,0
18,Buhigwe,18,2022-02-26,2021-10-21,0
17,Mpanda Urban,38,2022-02-26,2021-10-21,0
24,Lake Tanganyika,5,2022-02-26,2021-10-21,0
24,Lake Tanganyika,15,2022-02-26,2021-10-21,0
24,Lake Tanganyika,17,2022-02-26,2021-10-21,0
2,Chamwino,2,2022-02-26,2021-10-21,0
2,Chamwino,14,2022-02-26,2021-10-21,0
80,Sikonge,16,2022-02-26,2021-10-21,0
80,Sikonge,5,2022-02-26,2021-10-21,0
75,Singida Rural,34,2022-02-26,2021-10-21,0
79,Nzega,33,2022-02-26,2021-10-21,0
18,Buhigwe,12,2022-02-26,2021-10-21,0
18,Buhigwe,9,2022-02-26,2021-10-21,0
15,Mlele,36,2022-02-26,2021-10-21,0
14,Lake Tanganyika,5,2022-02-26,2021-10-21,0
18,Buhigwe,39,2022-02-26,2021-10-21,0
18,Buhigwe,35,2022-02-26,2021-10-21,0
15,Mlele,40,2022-02-26,2021-10-21,0
23,Kigoma Urban,38,2022-02-26,2021-10-21,0
3,Chemba,17,2022-02-26,2021-10-21,0
25,Uvinza,18,2022-02-26,2021-10-21,0
22,Kigoma Rural,19,2022-02-26,2021-10-21,0
22,Kigoma Rural,8,2022-02-26,2021-10-21,0
21,Kibondo,6,2022-02-26,2021-10-21,0
14,Lake Tanganyika,28,2022-02-26,2021-10-21,0
77,Igunga,21,2022-02-26,2021-10-21,0
77,Igunga,13,2022-02-26,2021-10-21,0
77,Igunga,10,2022-02-26,2021-10-21,0
24,Lake Tanganyika,38,2022-02-26,2021-10-21,0
18,Buhigwe,16,2022-02-26,2021-10-21,0
76,Singida Urban,11,2022-02-26,2021-10-21,0
23,Kigoma Urban,13,2022-02-26,2021-10-21,0
24,Lake Tanganyika,1,2022-02-26,2021-10-21,0
73,Manyoni,26,2022-02-26,2021-10-21,0
75,Singida Rural,13,2022-02-26,2021-10-21,0
18,Buhigwe,7,2022-02-26,2021-10-21,0
6,Kongwa,22,2022-02-26,2021-10-21,0
6,Kongwa,25,2022-02-26,2021-10-21,0
75,Singida Rural,21,2022-02-26,2021-10-21,0
82,Urambo,35,2022-02-26,2021-10-21,0
25,Uvinza,28,2022-02-27,2021-10-22,0
17,Mpanda Urban,13,2022-02-27,2021-10-22,0
83,Uyui,6,2022-02-27,2021-10-22,0
17,Mpanda Urban,23,2022-02-27,2021-10-22,0
82,Urambo,39,2022-02-27,2021-10-22,0
19,Kasulu,22,2022-02-27,2021-10-22,0
6,Kongwa,27,2022-02-27,2021-10-22,0
5,Kondoa,11,2022-02-27,2021-10-22,0
6,Kongwa,16,2022-02-27,2021-10-22,0
16,Mpanda,30,2022-02-27,2021-10-22,0
78,Kaliua,28,2022-02-27,2021-10-22,0
77,Igunga,31,2022-02-27,2021-10-22,0
71,Ikungi,8,2022-02-27,2021-10-22,0
22,Kigoma Rural,26,2022-02-27,2021-10-22,0
2,Chamwino,38,2022-02-27,2021-10-22,0
22,Kigoma Rural,32,2022-02-27,2021-10-22,0
15,Mlele,23,2022-02-27,2021-10-22,0
15,Mlele,7,2022-02-27,2021-10-22,0
25,Uvinza,35,2022-02-27,2021-10-22,0
2,Chamwino,25,2022-02-27,2021-10-22,0
21,Kibondo,26,2022-02-27,2021-10-22,0
3,Chemba,7,2022-02-27,2021-10-22,0
5,Kondoa,6,2022-02-27,2021-10-22,0
2,Chamwino,17,2022-02-27,2021-10-22,0
72,Iramba,39,2022-02-27,2021-10-22,0
25,Uvinza,7,2022-02-27,2021-10-22,0
16,Mpanda,24,2022-02-27,2021-10-22,0
6,Kongwa,36,2022-02-27,2021-10-22,0
83,Uyui,30,2022-02-27,2021-10-22,0
20,Kasulu Township Authority,28,2022-02-27,2021-10-22,0
16,Mpanda,38,2022-02-27,2021-10-22,0
21,Kibondo,27,2022-02-27,2021-10-22,0
3,Chemba,27,2022-02-27,2021-10-22,0
83,Uyui,38,2022-02-27,2021-10-22,0
78,Kaliua,34,2022-02-27,2021-10-22,0
19,Kasulu,32,2022-02-27,2021-10-22,0
71,Ikungi,16,2022-02-27,2021-10-22,0
82,Urambo,13,2022-02-27,2021-10-22,0
25,Uvinza,13,2022-02-27,2021-10-22,0
72,Iramba,35,2022-02-27,2021-10-22,0
75,Singida Rural,18,2022-02-27,2021-10-22,0
1,Bahi,29,2022-02-27,2021-10-22,0
17,Mpanda Urban,37,2022-02-27,2021-10-22,0
81,Tabora Urban,14,2022-02-27,2021-10-22,0
23,Kigoma Urban,36,2022-02-27,2021-10-22,0
23,Kigoma Urban,18,2022-03-01,2021-10-23,0
23,Kigoma Urban,17,2022-03-01,2021-10-23,0
83,Uyui,36,2022-03-01,2021-10-23,0
1,Bahi,21,2022-03-01,2021-10-23,0
75,Singida Rural,35,2022-03-01,2021-10-23,0
76,Singida Urban,8,2022-03-01,2021-10-23,0
71,Ikungi,12,2022-03-01,2021-10-23,0
22,Kigoma Rural,34,2022-03-01,2021-10-23,0
19,Kasulu,25,2022-03-01,2021-10-23,0
4,Dodoma Urban,17,2022-03-01,2021-10-23,0
76,Singida Urban,2,2022-03-01,2021-10-23,0
19,Kasulu,23,2022-03-01,2021-10-23,0
15,Mlele,15,2022-03-01,2021-10-23,0
77,Igunga,40,2022-03-01,2021-10-23,0
72,Iramba,34,2022-03-01,2021-10-23,0
3,Chemba,4,2022-03-01,2021-10-23,0
81,Tabora Urban,27,2022-03-01,2021-10-23,0
6,Kongwa,17,2022-03-01,2021-10-23,0
23,Kigoma Urban,14,2022-03-01,2021-10-23,0
5,Kondoa,37,2022-03-01,2021-10-23,0
17,Mpanda Urban,17,2022-03-01,2021-10-23,0
73,Manyoni,18,2022-03-01,2021-10-23,0
81,Tabora Urban,10,2022-03-01,2021-10-23,0
78,Kaliua,25,2022-03-01,2021-10-23,0
19,Kasulu,11,2022-03-01,2021-10-23,0
14,Lake Tanganyika,32,2022-03-01,2021-10-23,0
3,Chemba,6,2022-03-01,2021-10-23,0
5,Kondoa,1,2022-03-01,2021-10-23,0
16,Mpanda,17,2022-03-01,2021-10-23,0
3,Chemba,8,2022-03-01,2021-10-23,0
75,Singida Rural,17,2022-03-01,2021-10-23,0
34,Kyela,29,2022-03-01,2021-10-23,0
17,Mpanda Urban,31,2022-03-01,2021-10-23,0
71,Ikungi,24,2022-03-01,2021-10-23,0
73,Manyoni,9,2022-03-01,2021-10-23,0
25,Uvinza,32,2022-03-01,2021-10-23,0
6,Kongwa,31,2022-03-01,2021-10-23,0
74,Mkalama,24,2022-03-01,2021-10-23,0
5,Kondoa,12,2022-03-01,2021-10-23,0
15,Mlele,32,2022-03-01,2021-10-23,0
80,Sikonge,3,2022-03-01,2021-10-23,0
3,Chemba,29,2022-03-01,2021-10-23,0
74,Mkalama,25,2022-03-01,2021-10-23,0
80,Sikonge,17,2022-03-01,2021-10-23,0
74,Mkalama,26,2022-03-01,2021-10-23,0
72,Iramba,6,2022-03-01,2021-10-23,0
22,Kigoma Rural,2,2022-03-01,2021-10-23,0
1,Bahi,24,2022-03-01,2021-10-23,0
20,Kasulu Township Authority,32,2022-03-01,2021-10-23,0
80,Sikonge,28,2022-03-01,2021-10-23,0
20,Kasulu Township Authority,31,2022-03-01,2021-10-23,0
78,Kaliua,40,2022-03-01,2021-10-23,0
73,Manyoni,12,2022-03-01,2021-10-23,0
71,Ikungi,22,2022-03-01,2021-10-23,0
75,Singida Rural,15,2022-03-02,2021-10-24,0
79,Nzega,5,2022-03-02,2021-10-24,0
14,Lake Tanganyika,31,2022-03-02,2021-10-24,0
23,Kigoma Urban,37,2022-03-02,2021-10-24,0
14,Lake Tanganyika,24,2022-03-02,2021-10-24,0
81,Tabora Urban,31,2022-03-02,2021-10-24,0
74,Mkalama,17,2022-03-02,2021-10-24,0
34,Kyela,27,2022-03-02,2021-10-24,0
6,Kongwa,13,2022-03-02,2021-10-24,0
81,Tabora Urban,24,2022-03-02,2021-10-24,0
74,Mkalama,18,2022-03-02,2021-10-24,0
83,Uyui,9,2022-03-02,2021-10-24,0
22,Kigoma Rural,10,2022-03-02,2021-10-24,0
79,Nzega,8,2022-03-02,2021-10-24,0
23,Kigoma Urban,34,2022-03-02,2021-10-24,0
71,Ikungi,25,2022-03-02,2021-10-24,0
73,Manyoni,5,2022-03-02,2021-10-24,0
83,Uyui,24,2022-03-02,2021-10-24,0
77,Igunga,17,2022-03-02,2021-10-24,0
74,Mkalama,22,2022-03-02,2021-10-24,0
5,Kondoa,3,2022-03-02,2021-10-24,0
5,Kondoa,38,2022-03-02,2021-10-24,0
20,Kasulu Township Authority,2,2022-03-02,2021-10-24,0
20,Kasulu Township Authority,4,2022-03-02,2021-10-24,0
6,Kongwa,38,2022-03-02,2021-10-24,0
4,Dodoma Urban,8,2022-03-02,2021-10-24,0
73,Manyoni,29,2022-03-02,2021-10-24,0
19,Kasulu,27,2022-03-02,2021-10-24,0
76,Singida Urban,7,2022-03-02,2021-10-24,0
76,Singida Urban,23,2022-03-02,2021-10-24,0
2,Chamwino,15,2022-03-02,2021-10-24,0
80,Sikonge,37,2022-03-02,2021-10-24,0
25,Uvinza,17,2022-03-02,2021-10-24,0
73,Manyoni,37,2022-03-02,2021-10-24,0
1,Bahi,27,2022-03-02,2021-10-24,0
5,Kondoa,26,2022-03-02,2021-10-24,0
79,Nzega,3,2022-03-02,2021-10-24,0
78,Kaliua,26,2022-03-02,2021-10-24,0
22,Kigoma Rural,25,2022-03-02,2021-10-24,0
71,Ikungi,2,2022-03-03,2021-10-25,0
1,Bahi,9,2022-03-03,2021-10-25,0
6,Kongwa,20,2022-03-03,2021-10-25,0
82,Urambo,40,2022-03-03,2021-10-25,0
83,Uyui,25,2022-03-03,2021-10-25,0
23,Kigoma Urban,26,2022-03-03,2021-10-25,0
17,Mpanda Urban,11,2022-03-03,2021-10-25,0
72,Iramba,18,2022-03-03,2021-10-25,0
17,Mpanda Urban,8,2022-03-03,2021-10-25,0
73,Manyoni,23,2022-03-03,2021-10-25,0
15,Mlele,9,2022-03-03,2021-10-25,0
71,Ikungi,7,2022-03-03,2021-10-25,0
3,Chemba,25,2022-03-03,2021-10-25,0
75,Singida Rural,5,2022-03-03,2021-10-25,0
14,Lake Tanganyika,30,2022-03-03,2021-10-25,0
71,Ikungi,30,2022-03-03,2021-10-25,0
83,Uyui,12,2022-03-03,2021-10-25,0
7,Mpwapwa,10,2022-03-03,2021-10-25,0
78,Kaliua,21,2022-03-03,2021-10-25,0
6,Kongwa,28,2022-03-03,2021-10-25,0
82,Urambo,21,2022-03-03,2021-10-25,0
14,Lake Tanganyika,34,2022-03-03,2021-10-25,0
82,Urambo,6,2022-03-03,2021-10-25,0
7,Mpwapwa,31,2022-03-03,2021-10-25,0
25,Uvinza,23,2022-03-03,2021-10-25,0
16,Mpanda,13,2022-03-03,2021-10-25,0
20,Kasulu Township Authority,14,2022-03-03,2021-10-25,0
3,Chemba,38,2022-03-03,2021-10-25,0
21,Kibondo,17,2022-03-03,2021-10-25,0
78,Kaliua,37,2022-03-03,2021-10-25,0
2,Chamwino,19,2022-03-03,2021-10-25,0
25,Uvinza,8,2022-03-03,2021-10-25,0
23,Kigoma Urban,8,2022-03-03,2021-10-25,0
7,Mpwapwa,40,2022-03-03,2021-10-25,0
75,Singida Rural,20,2022-03-03,2021-10-25,0
4,Dodoma Urban,10,2022-03-03,2021-10-25,0
75,Singida Rural,31,2022-03-03,2021-10-25,0
76,Singida Urban,21,2022-03-03,2021-10-25,0
5,Kondoa,16,2022-03-03,2021-10-25,0
71,Ikungi,17,2022-03-03,2021-10-25,0
72,Iramba,12,2022-03-03,2021-10-25,0
20,Kasulu Township Authority,39,2022-03-03,2021-10-25,0
1,Bahi,8,2022-03-03,2021-10-25,0
2,Chamwino,10,2022-03-03,2021-10-25,0
3,Chemba,1,2022-03-03,2021-10-25,0
76,Singida Urban,27,2022-03-03,2021-10-25,0
75,Singida Rural,30,2022-03-04,2021-10-26,0
74,Mkalama,2,2022-03-04,2021-10-26,0
34,Kyela,2,2022-03-04,2021-10-26,0
15,Mlele,38,2022-03-04,2021-10-26,0
1,Bahi,32,2022-03-04,2021-10-26,0
73,Manyoni,38,2022-03-04,2021-10-26,0
72,Iramba,25,2022-03-04,2021-10-26,0
16,Mpanda,31,2022-03-04,2021-10-26,0
74,Mkalama,15,2022-03-04,2021-10-26,0
83,Uyui,5,2022-03-04,2021-10-26,0
22,Kigoma Rural,31,2022-03-04,2021-10-26,0
83,Uyui,35,2022-03-04,2021-10-26,0
80,Sikonge,32,2022-03-04,2021-10-26,0
2,Chamwino,23,2022-03-04,2021-10-26,0
80,Sikonge,27,2022-03-04,2021-10-26,0
15,Mlele,35,2022-03-04,2021-10-26,0
3,Chemba,35,2022-03-04,2021-10-26,0
80,Sikonge,26,2022-03-04,2021-10-26,0
14,Lake Tanganyika,29,2022-03-04,2021-10-26,0
80,Sikonge,18,2022-03-04,2021-10-26,0
22,Kigoma Rural,6,2022-03-04,2021-10-26,0
25,Uvinza,9,2022-03-04,2021-10-26,0
25,Uvinza,27,2022-03-04,2021-10-26,0
25,Uvinza,25,2022-03-04,2021-10-26,0
23,Kigoma Urban,27,2022-03-04,2021-10-26,0
23,Kigoma Urban,33,2022-03-04,2021-10-26,0
83,Uyui,23,2022-03-04,2021-10-26,0
23,Kigoma Urban,30,2022-03-04,2021-10-26,0
77,Igunga,28,2022-03-04,2021-10-26,0
77,Igunga,30,2022-03-04,2021-10-26,0
72,Iramba,1,2022-03-04,2021-10-26,0
5,Kondoa,31,2022-03-04,2021-10-26,0
19,Kasulu,3,2022-03-04,2021-10-26,0
34,Kyela,22,2022-03-05,2021-11-02,0
34,Kyela,20,2022-03-05,2021-10-29,0
34,Kyela,1,2022-03-05,2021-10-28,0
34,Kyela,18,2022-03-05,2021-11-02,0
34,Kyela,14,2022-03-05,2021-10-28,0
34,Kyela,10,2022-03-05,2021-10-31,0
34,Kyela,3,2022-03-05,2021-11-01,0
34,Kyela,35,2022-03-05,2021-10-31,0
34,Kyela,24,2022-03-05,2021-10-29,0
34,Kyela,23,2022-03-05,2021-10-29,0
73,Manyoni,34,2022-03-06,2021-11-02,0
3,Chemba,21,2022-03-06,2021-11-02,0
78,Kaliua,20,2022-03-06,2021-11-02,0
3,Chemba,19,2022-03-06,2021-11-03,0
3,Chemba,16,2022-03-06,2021-10-27,0
78,Kaliua,17,2022-03-06,2021-10-28,0
